timestamp,epoch,train_loss,train_auc,train_ap,val_loss,val_auc,val_ap,test_loss,test_auc,test_ap,learning_rate
2024-12-11 21:39:38,1,5.783848694161333,0.7353207501540657,0.6776285564326341,0.3689396836840402,0.9299940148100001,0.9283947874562242,0.37447496731514185,0.9280321122831121,0.9260756317995757,3.5184643930140926e-05
