timestamp,epoch,train_loss,train_auc,train_ap,val_loss,val_auc,val_ap,test_loss,test_auc,test_ap,learning_rate
2024-12-11 17:37:19,1,5.573071906666898,0.5134263762067584,0.5087246418317488,1.0011983806178126,0.7459816013085455,0.8137316091726763,0.9942949410917153,0.7662792225495813,0.8283393544822256,3.5192038919093e-05
