timestamp,epoch,train_loss,train_auc,train_ap,val_loss,val_auc,val_ap,test_loss,test_auc,test_ap,learning_rate
2024-12-11 21:44:32,1,5.486206522500618,0.5615806988535528,0.5401688269460921,0.6295121420931387,0.8002685522524735,0.7470630216800005,0.6292417506019377,0.8002213792329496,0.7465959024418222,3.5184643930140926e-05
